",""PN01253PM"""
",""Índice del tipo de cambio real (var% 12 meses) - Bilateral"""
Ene14,8.4829845503721
Feb14,6.31387206602532
Mar14,6.23702300998455
Abr14,5.94757916413585
May14,3.93830325468327
Jun14,0.347081804547572
Jul14,-0.962207883132976
Ago14,-0.509538357500744
Sep14,1.98905171859726
Oct14,3.49542159747155
Nov14,2.67568678427469
Dic14,3.78621079379893
Ene15,3.71579796056041
Feb15,6.4774062244866
Mar15,6.85770961840168
Abr15,8.16463718634215
May15,9.31690161543347
Jun15,9.39620098830411
Jul15,10.4417654020552
Ago15,10.8056885884332
Sep15,8.12128584810958
Oct15,8.01693724096263
Nov15,10.0507941640708
Dic15,10.2078040355097
Ene16,10.8294475354414
Feb16,10.1154155013125
Mar16,6.56728858830644
Abr16,2.98711560033186
May16,3.2407561971865
Jun16,2.53373222271981
Jul16,1.54312343063299
Ago16,1.0446439766577
Sep16,3.39100320029894
Oct16,2.45176633736668
Nov16,0.350360665287478
Dic16,-0.752957451370624
Ene17,-3.3934518135208
Feb17,-7.47993879894207
Mar17,-5.68426594595316
Abr17,-3.05933993285865
May17,-2.93561088564449
Jun17,-2.52453312490026
Jul17,-2.58656269716097
Ago17,-3.91259940454829
Sep17,-4.688569843468
Oct17,-3.98338518177293
Nov17,-4.15425007598351
Dic17,-3.69148976773179
Ene18,-2.96049091037661
Feb18,0.665371025413913
Mar18,1.61938755312789
Abr18,1.44281018791629
May18,1.87641314850616
Jun18,1.51965600142284
Jul18,2.17518101577417
Ago18,3.07339730664957
Sep18,3.01108443150001
Oct18,3.23514443718464
Nov18,4.14948663068968
Dic18,3.34383645619932
Ene19,3.41428343611001
Feb19,1.76593631187655
Mar19,1.24080478373935
Abr19,1.67150981417612
May19,0.868221989091115
Jun19,1.02993399079323
Jul19,0.12018885163151
Ago19,2.42973167886264
Sep19,1.25107241643821
Oct19,0.660195055292323
Nov19,0.0927839698652554
Dic19,0.114209359810415
Ene20,0.0907905105274428
Feb20,2.50517972951949
Mar20,5.3559202161709
Abr20,1.42471877837458
May20,0.985945841710194
Jun20,3.36675214966302
Jul20,5.96086113024436
Ago20,5.12586397920947
Sep20,5.41802835455271
Oct20,6.4497461692164
Nov20,5.98756484269835
Dic20,6.73089958387698
Ene21,7.57881967569653
Feb21,6.75776795157335
Mar21,6.23161653502974
Abr21,10.7762309960032
May21,12.3776266592445
